0	20056
0.00285	20048
0.0057	20022
0.00855	20029
0.0114	20038
0.01425	20028
0.0171	20017
0.01995	20014
0.0228	19982
0.02565	19954
0.0285	19914
0.03135	19904
0.0342	19877
0.03705	19844
0.0399	19797
0.04275	19756
0.0456	19683
0.04845	19627
0.0513	19556
0.05415	19495
0.057	19431
0.05985	19393
0.0627	19311
0.06555	19252
0.0684	19185
0.07125	19148
0.0741	19074
0.07695	19054
0.0798	19003
0.08265	18998
0.0855	18938
0.08835	18909
0.0912	18853
0.09405	18837
0.0969	18817
0.09975	18802
0.1026	18780
0.10545	18784
0.1083	18763
0.11115	18752
0.114	18721
0.11685	18724
0.1197	18728
0.12255	18728
0.1254	18727
0.12825	18736
0.1311	18743
0.13395	18719
0.1368	18701
0.13965	18717
0.1425	18741
0.14535	18741
0.1482	18737
0.15105	18750
0.1539	18736
0.15675	18742
0.1596	18736
0.16245	18744
0.1653	18761
0.16815	18785
0.171	18782
0.17385	18785
0.1767	18794
0.17955	18803
0.1824	18792
0.18525	18817
0.1881	18824
0.19095	18862
0.1938	18852
0.19665	18855
0.1995	18846
0.20235	18874
0.2052	18863
0.20805	18893
0.2109	18898
0.21375	18930
0.2166	18925
0.21945	18937
0.2223	18929
0.22515	18954
0.228	18957
0.23085	18988
0.2337	19004
0.23655	19036
0.2394	19056
0.24225	19054
0.2451	19059
0.24795	19087
0.2508	19133
0.25365	19144
0.2565	19160
0.25935	19191
0.2622	19201
0.26505	19214
0.2679	19214
0.27075	19250
0.2736	19267
0.27645	19293
0.2793	19309
0.28215	19325
0.285	19330
0.28785	19343
0.2907	19349
0.29355	19360
0.2964	19381
0.29925	19416
0.3021	19403
0.30495	19417
0.3078	19405
0.31065	19421
0.3135	19405
0.31635	19430
0.3192	19425
0.32205	19451
0.3249	19426
0.32775	19434
0.3306	19412
0.33345	19412
0.3363	19395
0.33915	19420
0.342	19407
0.34485	19416
0.3477	19393
0.35055	19399
0.3534	19367
0.35625	19367
0.3591	19373
0.36195	19381
0.3648	19361
0.36765	19367
0.3705	19354
0.37335	19342
0.3762	19314
0.37905	19322
0.3819	19341
0.38475	19333
0.3876	19326
0.39045	19317
0.3933	19309
0.39615	19310
0.399	19299
0.40185	19303
0.4047	19310
0.40755	19343
0.4104	19335
0.41325	19343
0.4161	19322
0.41895	19341
0.4218	19326
0.42465	19341
0.4275	19350
0.43035	19395
0.4332	19373
0.43605	19379
0.4389	19366
0.44175	19395
0.4446	19381
0.44745	19412
0.4503	19415
0.45315	19445
0.456	19429
0.45885	19451
0.4617	19437
0.46455	19454
0.4674	19471
0.47025	19493
0.4731	19501
0.47595	19524
0.4788	19535
0.48165	19528
0.4845	19521
0.48735	19543
0.4902	19574
0.49305	19580
0.4959	19582
0.49875	19597
0.5016	19595
0.50445	19608
0.5073	19597
0.51015	19622
0.513	19627
0.51585	19656
0.5187	19662
0.52155	19663
0.5244	19662
0.52725	19675
0.5301	19671
0.53295	19699
0.5358	19704
0.53865	19745
0.5415	19726
0.54435	19725
0.5472	19725
0.55005	19751
0.5529	19738
0.55575	19762
0.5586	19766
0.56145	19799
0.5643	19789
0.56715	19792
0.57	19778
0.57285	19795
0.5757	19797
0.57855	19816
0.5814	19819
0.58425	19841
0.5871	19842
0.58995	19831
0.5928	19822
0.59565	19835
0.5985	19853
0.60135	19858
0.6042	19864
0.60705	19881
0.6099	19877
0.61275	19863
0.6156	19854
0.61845	19872
0.6213	19878
0.62415	19890
0.627	19889
0.62985	19903
0.6327	19888
0.63555	19886
0.6384	19878
0.64125	19899
0.6441	19896
0.64695	19926
0.6498	19911
0.65265	19912
0.6555	19899
0.65835	19918
0.6612	19896
0.66405	19909
0.6669	19919
0.66975	19952
0.6726	19926
0.67545	19934
0.6783	19912
0.68115	19929
0.684	19919
0.68685	19928
0.6897	19933
0.69255	19951
0.6954	19949
0.69825	19944
0.7011	19922
0.70395	19934
0.7068	19937
0.70965	19957
0.7125	19943
0.71535	19964
0.7182	19952
0.72105	19946
0.7239	19932
0.72675	19950
0.7296	19955
0.73245	19969
0.7353	19960
0.73815	19964
0.741	19971
0.74385	19955
0.7467	19942
0.74955	19959
0.7524	19955
0.75525	19976
0.7581	19969
0.76095	19957
0.7638	19950
0.76665	19961
0.7695	19948
0.77235	19958
0.7752	19967
0.77805	19999
0.7809	19975
0.78375	19979
0.7866	19956
0.78945	19982
0.7923	19965
0.79515	19978
0.798	19974
0.80085	20006
0.8037	19996
0.80655	19987
0.8094	19970
0.81225	19987
0.8151	19992
0.81795	19998
0.8208	20001
0.82365	20014
0.8265	19997
0.82935	19997
0.8322	19986
0.83505	20001
0.8379	20029
0.84075	20026
0.8436	20021
0.84645	20029
0.8493	20034
0.85215	20026
0.855	20014
0.85785	20033
0.8607	20040
0.86355	20057
0.8664	20049
0.86925	20064
0.8721	20047
0.87495	20046
0.8778	20040
0.88065	20050
0.8835	20064
0.88635	20087
0.8892	20078
0.89205	20066
0.8949	20061
0.89775	20089
0.9006	20069
0.90345	20089
0.9063	20091
0.90915	20124
0.912	20094
0.91485	20098
0.9177	20079
0.92055	20103
0.9234	20087
0.92625	20103
0.9291	20114
0.93195	20122
0.9348	20098
0.93765	20098
0.9405	20086
0.94335	20092
0.9462	20089
0.94905	20095
0.9519	20083
0.95475	20087
0.9576	20077
0.96045	20038
0.9633	20010
0.96615	20006
0.969	19984
0.97185	19960
0.9747	19925
0.97755	19896
0.9804	19832
0.98325	19779
0.9861	19715
0.98895	19669
0.9918	19611
0.99465	19564
0.9975	19495
1.00035	19424
1.0032	19347
1.00605	19301
1.0089	19237
1.01175	19205
1.0146	19152
1.01745	19144
1.0203	19077
1.02315	19046
1.026	18992
1.02885	18981
1.0317	18934
1.03455	18928
1.0374	18904
1.04025	18898
1.0431	18862
1.04595	18849
1.0488	18814
1.05165	18816
1.0545	18808
1.05735	18828
1.0602	18813
1.06305	18821
1.0659	18814
1.06875	18798
1.0716	18787
1.07445	18803
1.0773	18823
1.08015	18815
1.083	18818
1.08585	18831
1.0887	18824
1.09155	18824
1.0944	18821
1.09725	18841
1.1001	18842
1.10295	18875
1.1058	18869
1.10865	18869
1.1115	18866
1.11435	18884
1.1172	18882
1.12005	18913
1.1229	18914
1.12575	18954
1.1286	18947
1.13145	18961
1.1343	18950
1.13715	18985
1.14	18984
1.14285	19014
1.1457	19025
1.14855	19065
1.1514	19061
1.15425	19074
1.1571	19071
1.15995	19105
1.1628	19120
1.16565	19160
1.1685	19170
1.17135	19205
1.1742	19208
1.17705	19226
1.1799	19229
1.18275	19263
1.1856	19307
1.18845	19320
1.1913	19336
1.19415	19366
1.197	19382
1.19985	19388
1.2027	19393
1.20555	19425
1.2084	19447
1.21125	19470
1.2141	19474
1.21695	19491
1.2198	19489
1.22265	19494
1.2255	19494
1.22835	19521
1.2312	19531
1.23405	19549
1.2369	19545
1.23975	19537
1.2426	19538
1.24545	19549
1.2483	19533
1.25115	19544
1.254	19555
1.25685	19585
1.2597	19557
1.26255	19561
1.2654	19531
1.26825	19553
1.2711	19531
1.27395	19533
1.2768	19542
1.27965	19557
1.2825	19526
1.28535	19518
1.2882	19494
1.29105	19507
1.2939	19506
1.29675	19507
1.2996	19503
1.30245	19509
1.3053	19493
1.30815	19466
1.311	19457
1.31385	19467
1.3167	19469
1.31955	19471
1.3224	19463
1.32525	19468
1.3281	19463
1.33095	19447
1.3338	19433
1.33665	19439
1.3395	19448
1.34235	19463
1.3452	19457
1.34805	19445
1.3509	19437
1.35375	19448
1.3566	19443
1.35945	19469
1.3623	19462
1.36515	19494
1.368	19485
1.37085	19494
1.3737	19464
1.37655	19496
1.3794	19486
1.38225	19509
1.3851	19509
1.38795	19547
1.3908	19524
1.39365	19525
1.3965	19513
1.39935	19538
1.4022	19553
1.40505	19569
1.4079	19576
1.41075	19589
1.4136	19589
1.41645	19591
1.4193	19586
1.42215	19605
1.425	19623
1.42785	19643
1.4307	19641
1.43355	19653
1.4364	19659
1.43925	19655
1.4421	19651
1.44495	19672
1.4478	19698
1.45065	19703
1.4535	19701
1.45635	19717
1.4592	19699
1.46205	19710
1.4649	19709
1.46775	19738
1.4706	19740
1.47345	19768
1.4763	19763
1.47915	19758
1.482	19751
1.48485	19777
1.4877	19770
1.49055	19782
1.4934	19792
1.49625	19827
1.4991	19811
1.50195	19806
1.5048	19794
1.50765	19822
1.5105	19817
1.51335	19831
1.5162	19834
1.51905	19853
1.5219	19847
1.52475	19842
1.5276	19824
1.53045	19847
1.5333	19859
1.53615	19864
1.539	19858
1.54185	19876
1.5447	19875
1.54755	19864
1.5504	19850
1.55325	19872
1.5561	19889
1.55895	19895
1.5618	19885
1.56465	19901
1.5675	19898
1.57035	19878
1.5732	19870
1.57605	19896
1.5789	19905
1.58175	19910
1.5846	19898
1.58745	19906
1.5903	19885
1.59315	19895
1.596	19888
1.59885	19896
1.6017	19908
1.60455	19933
1.6074	19902
1.61025	19911
1.6131	19891
1.61595	19921
1.6188	19899
1.62165	19907
1.6245	19919
1.62735	19940
1.6302	19925
1.63305	19912
1.6359	19903
1.63875	19914
1.6416	19928
1.64445	19934
1.6473	19932
1.65015	19944
1.653	19930
1.65585	19928
1.6587	19917
1.66155	19938
1.6644	19954
1.66725	19950
1.6701	19948
1.67295	19961
1.6758	19951
1.67865	19942
1.6815	19934
1.68435	19958
1.6872	19971
1.69005	19973
1.6929	19965
1.69575	19971
1.6986	19946
1.70145	19954
1.7043	19949
1.70715	19958
1.71	19961
1.71285	19986
1.7157	19970
1.71855	19962
1.7214	19957
1.72425	19975
1.7271	19959
1.72995	19973
1.7328	19981
1.73565	20010
1.7385	19981
1.74135	19986
1.7442	19962
1.74705	19981
1.7499	19993
1.75275	19998
1.7556	20001
1.75845	20009
1.7613	20002
1.76415	20000
1.767	19988
1.76985	20002
1.7727	20015
1.77555	20028
1.7784	20021
1.78125	20030
1.7841	20038
1.78695	20016
1.7898	20013
1.79265	20027
1.7955	20042
1.79835	20058
1.8012	20052
1.80405	20053
1.8069	20042
1.80975	20050
1.8126	20046
1.81545	20062
1.8183	20062
1.82115	20086
1.824	20077
1.82685	20071
1.8297	20062
1.83255	20077
1.8354	20071
1.83825	20076
1.8411	20089
1.84395	20120
1.8468	20097
1.84965	20093
1.8525	20075
1.85535	20103
1.8582	20092
1.86105	20104
1.8639	20099
1.86675	20122
1.8696	20090
1.87245	20083
1.8753	20065
1.87815	20078
1.881	20069
1.88385	20062
1.8867	20061
1.88955	20059
1.8924	20037
1.89525	20007
1.8981	19970
1.90095	19959
1.9038	19949
1.90665	19912
1.9095	19864
1.91235	19830
1.9152	19776
1.91805	19717
1.9209	19653
1.92375	19619
1.9266	19571
1.92945	19519
1.9323	19453
1.93515	19391
1.938	19331
1.94085	19288
1.9437	19234
1.94655	19213
1.9494	19183
1.95225	19171
1.9551	19119
1.95795	19098
1.9608	19047
1.96365	19056
1.9665	19016
1.96935	19010
1.9722	19004
1.97505	19019
1.9779	18975
1.98075	18965
1.9836	18940
1.98645	18952
1.9893	18943
1.99215	18954
1.995	18952
1.99785	18967
2.0007	18941
2.00355	18954
2.0064	18945
2.00925	18966
2.0121	18979
2.01495	18989
2.0178	18989
2.02065	19010
2.0235	19005
2.02635	19004
2.0292	19006
2.03205	19042
2.0349	19065
2.03775	19071
2.0406	19075
2.04345	19093
2.0463	19084
2.04915	19096
2.052	19105
2.05485	19132
2.0577	19144
2.06055	19176
2.0634	19183
2.06625	19205
2.0691	19192
2.07195	19231
2.0748	19238
2.07765	19269
2.0805	19290
2.08335	19339
2.0862	19333
2.08905	19356
2.0919	19354
2.09475	19400
2.0976	19415
2.10045	19440
2.1033	19470
2.10615	19502
2.109	19501
2.11185	19527
2.1147	19528
2.11755	19555
2.1204	19585
2.12325	19606
2.1261	19611
2.12895	19634
2.1318	19646
2.13465	19639
2.1375	19637
2.14035	19663
2.1432	19687
2.14605	19698
2.1489	19697
2.15175	19703
2.1546	19699
2.15745	19694
2.1603	19695
2.16315	19719
2.166	19713
2.16885	19738
2.1717	19722
2.17455	19713
2.1774	19705
2.18025	19710
2.1831	19702
2.18595	19720
2.1888	19711
2.19165	19729
2.1945	19701
2.19735	19687
2.2002	19672
2.20305	19688
2.2059	19675
2.20875	19673
2.2116	19671
2.21445	19685
2.2173	19653
2.22015	19639
2.223	19616
2.22585	19630
2.2287	19632
2.23155	19627
2.2344	19614
2.23725	19617
2.2401	19608
2.24295	19592
2.2458	19578
2.24865	19587
2.2515	19590
2.25435	19598
2.2572	19585
2.26005	19590
2.2629	19576
2.26575	19567
2.2686	19557
2.27145	19576
2.2743	19586
2.27715	19598
2.28	19587
2.28285	19589
2.2857	19577
2.28855	19585
2.2914	19575
2.29425	19599
2.2971	19602
2.29995	19623
2.3028	19607
2.30565	19610
2.3085	19610
2.31135	19634
2.3142	19619
2.31705	19639
2.3199	19655
2.32275	19685
2.3256	19659
2.32845	19671
2.3313	19658
2.33415	19695
2.337	19685
2.33985	19701
2.3427	19711
2.34555	19733
2.3484	19725
2.35125	19725
2.3541	19715
2.35695	19742
2.3598	19736
2.36265	19765
2.3655	19764
2.36835	19783
2.3712	19769
2.37405	19770
2.3769	19769
2.37975	19792
2.3826	19806
2.38545	19815
2.3883	19809
2.39115	19814
2.394	19806
2.39685	19809
2.3997	19807
2.40255	19833
2.4054	19832
2.40825	19854
2.4111	19843
2.41395	19852
2.4168	19833
2.41965	19845
2.4225	19845
2.42535	19858
2.4282	19870
2.43105	19889
2.4339	19879
2.43675	19877
2.4396	19855
2.44245	19885
2.4453	19881
2.44815	19900
2.451	19893
2.45385	19915
2.4567	19889
2.45955	19896
2.4624	19880
2.46525	19903
2.4681	19909
2.47095	19922
2.4738	19916
2.47665	19926
2.4795	19902
2.48235	19914
2.4852	19905
2.48805	19922
2.4909	19930
2.49375	19944
2.4966	19936
2.49945	19934
2.5023	19930
2.50515	19928
2.508	19924
2.51085	19935
2.5137	19943
2.51655	19958
2.5194	19946
2.52225	19943
2.5251	19928
2.52795	19933
2.5308	19934
2.53365	19934
2.5365	19943
2.53935	19959
2.5422	19948
2.54505	19928
2.5479	19921
2.55075	19947
2.5536	19939
2.55645	19950
2.5593	19946
2.56215	19975
2.565	19943
2.56785	19940
2.5707	19925
2.57355	19949
2.5764	19951
2.57925	19955
2.5821	19950
2.58495	19960
2.5878	19938
2.59065	19941
2.5935	19926
2.59635	19942
2.5992	19941
2.60205	19963
2.6049	19952
2.60775	19953
2.6106	19953
2.61345	19937
2.6163	19925
2.61915	19949
2.622	19971
2.62485	19966
2.6277	19955
2.63055	19953
2.6334	19942
2.63625	19946
2.6391	19941
2.64195	19950
2.6448	19952
2.64765	19973
2.6505	19960
2.65335	19945
2.6562	19943
2.65905	19958
2.6619	19950
2.66475	19964
2.6676	19969
2.67045	19996
2.6733	19964
2.67615	19966
2.679	19951
2.68185	19985
2.6847	19966
2.68755	19974
2.6904	19983
2.69325	19994
2.6961	19974
2.69895	19976
2.7018	19967
2.70465	19988
2.7075	19982
2.71035	20008
2.7132	19997
2.71605	20013
2.7189	20003
2.72175	19992
2.7246	19982
2.72745	20013
2.7303	20032
2.73315	20025
2.736	20014
2.73885	20023
2.7417	20022
2.74455	20003
2.7474	19995
2.75025	20015
2.7531	20029
2.75595	20020
2.7588	19997
2.76165	19981
2.7645	19962
2.76735	19960
2.7702	19936
2.77305	19929
2.7759	19911
2.77875	19905
2.7816	19843
2.78445	19821
2.7873	19757
2.79015	19738
2.793	19671
2.79585	19634
2.7987	19587
2.80155	19547
2.8044	19453
2.80725	19395
2.8101	19318
2.81295	19281
2.8158	19213
2.81865	19182
2.8215	19125
2.82435	19089
2.8272	19034
2.83005	18997
2.8329	18955
2.83575	18944
